gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
CREB3L3,0.576595937,-0.811823204,-0.453635196,-0.833055554,1.634028269,-0.334195621,-0.833472645,0.942564977,-0.17451003,0.052098737,-0.019578393,-0.217011354,-0.062381742,-0.230532596,-0.273446133,-0.135157077,-0.124314432,-0.263396171,-0.428028969,-0.11738431
ABCC12,0.58178887,-0.871774854,2.042437037,-0.833055558,2.912458696,-1.313831746,-0.707299214,0.875332501,0.269731853,1.366560753,1.203944287,1.122102455,1.112191313,1.234089566,-0.334962806,-0.135119988,-0.124289647,-0.260144526,-0.596840437,-0.117376221
TDP1,-1.263770954,-0.755582349,-0.407186757,-0.833055558,1.919448622,-0.552907646,-0.789209056,0.918788137,-1.689800834,-0.120289724,0.176455627,-0.169562439,-0.183929601,0.009221812,0.234072376,-0.104633064,-0.119998501,-0.148012,0.117678356,-0.069484319
ESM1,0.231080302,-0.774059992,-0.462550935,-0.769123455,0.062010482,0.799965279,0.486573446,0.183215886,0.06891018,-0.648229385,-0.759775816,-0.707844014,-0.69817054,-0.68231471,-0.332258879,-0.135156705,-0.124314452,-0.263359121,-0.700882631,-0.11738397
ZFR2,0.457413934,-0.623015669,-0.433855246,-0.833055545,0.765444177,0.331383352,-1.182286407,1.127332635,0.665289693,0.860169648,0.683440164,1.253904995,1.708243311,0.549076974,-0.361657294,-0.135157699,-0.124314452,-0.263543416,-0.700882631,-0.117385764
RNPEPL1,-0.436497985,-0.062986475,1.170288855,-0.764909386,-0.551219483,1.265227873,1.000419345,-0.094478359,-1.123848847,0.235261477,-0.289970146,0.004416914,0.142145904,-0.176710178,-0.28954175,-0.134372886,-0.123217927,-0.241457952,-0.29218177,-0.117142452
FRK,0.458406903,-0.746301402,-0.047900203,-0.833055556,1.484598103,-0.219690212,-0.420308062,0.720900589,-0.399673723,-0.066418329,0.115617483,-0.327725488,-0.354564094,-0.158769372,-0.373165277,-0.135009437,-0.124088192,-0.243982916,0.572434459,-0.117385764
KIAA0556,-1.900448695,0.101219749,1.794587376,-0.833055558,-0.465073456,1.27430504,-0.562330124,0.796278054,-0.545725849,2.153083106,1.839364906,1.923461899,2.117298604,1.656513998,-0.362991519,-0.135157286,-0.124314452,-0.26325652,-0.700882631,-0.117385219
APCDD1,0.448542104,-0.464805398,-1.408839487,-0.831456761,-0.27992478,1.130667332,0.051453664,0.467528658,-0.083227451,0.052098737,-0.337964682,-0.016671493,0.027610422,-0.14409053,-0.259931647,-0.122190327,-0.106084059,-0.151811516,-0.300521724,-0.1110334
JPH2,0.491056851,-0.239510137,0.78584929,-0.797630292,-0.490598733,1.254829863,1.814083614,-0.500538244,-0.338818671,0.202938641,-0.229132002,0.953395203,1.451122841,0.15274826,-0.334127283,-0.135155757,-0.124314452,-0.263009995,-0.700882631,-0.117380743
ALAD,-0.421394807,0.142067249,-0.958604526,-0.679307506,-0.579288726,1.192413811,0.179816824,0.263203673,-1.671544318,-0.346549579,-0.269690765,-0.396262809,-0.449231176,-0.444191285,-0.373165277,-0.135142169,-0.124282692,-0.245708211,-0.428028969,-0.117385764
LIG1,0.411977657,0.890161277,0.131634826,-0.789813097,-0.590726813,1.322942658,0.148752338,0.377376016,-0.399673723,0.957138158,0.615842225,0.826864764,0.855070843,0.516457327,0.875572348,-0.078782777,-0.111303033,0.00795876,0.754336901,-0.054721307
HEY2,0.517522815,-0.031803681,-1.087380857,0.252232028,-0.567803348,0.157166822,0.238554458,-0.596689777,0.543579588,-0.249581069,-0.532646744,-0.332997589,-0.209641648,-0.432774409,-0.20402159,-0.134342768,-0.124259742,-0.231241244,-0.155175306,-0.116259135
RPL34,0.072528499,0.071162306,-0.374574441,1.344621136,-0.586890534,-1.031889986,0.429493074,-1.668923305,-2.274009337,-0.777520731,-0.672574476,-0.837010503,-0.91672294,-0.791590528,8.579984364,11.84496481,0.992008101,5.918485828,5.483800378,16.56678462
PLEC,0.585181887,2.603004966,-1.814810659,-0.772151869,-0.590753996,1.303502735,-0.738192506,0.83262667,0.239304327,14.18795254,5.036747381,11.53671741,12.15703484,6.657105923,-0.11746662,-0.133462262,-0.124084483,-0.222393837,-0.06163234,-0.114531521
PEX19,0.291588819,-0.2390408,-0.994228118,-0.728223579,-0.493668682,1.180704484,-1.02042907,0.943383673,-0.734376512,-0.411195251,-0.569149631,-0.615582236,-0.585972517,-0.494751738,-0.036079357,-0.135033,-0.124241428,-0.256088138,-0.246126527,-0.117264608
CCNH,0.490243171,-0.240676771,1.502769149,-0.82150371,-0.487188457,1.278522433,-0.35045311,0.669604881,0.294073874,-0.540486597,-0.391367053,-0.559170748,-0.603503458,-0.455608162,1.622692665,-0.048896582,-0.057751939,1.124372015,2.118605211,-0.030546046
DDX51,0.554043376,-0.709872282,1.108095182,-0.833055557,1.451537539,-0.194356549,-1.466211099,1.273261799,-0.44227226,0.66623263,0.325171091,0.552715481,0.901820019,0.103818789,-0.373165277,-0.13007745,-0.121060114,-0.1689707,-0.428028969,-0.117385764
FIBCD1,0.553022392,-0.958498217,0.802244015,-0.833037094,1.173697802,0.018526413,-0.157762578,0.57534655,-0.296220134,0.105970132,-0.289970146,0.194212571,0.399266374,-0.230532596,-0.283760515,-0.135029457,-0.124299476,-0.254681603,-0.505622274,-0.117149697
CLDN22,0.162356953,-1.326765108,0.474290476,-0.831987335,1.449231535,-0.193766637,-0.384174197,0.694582039,-0.277963619,-0.78829501,-0.735440558,-0.766364342,-0.729726234,-0.623599345,-0.335495448,-0.135068787,-0.124223809,-0.256135263,-0.551919356,-0.117383436
DBT,0.011267212,-0.249335987,0.386865066,-0.83269501,-0.46659106,1.275070535,0.040080148,0.469429734,-0.527469333,-0.42196953,-0.242651589,-0.369902301,-0.535717153,-0.196281966,-0.297460642,-0.134521704,-0.123918034,-0.205604698,0.754336901,-0.116593876
ORM1,0.244251321,-0.201109182,0.522431529,-0.50978907,-0.514994784,0.956357417,0.035057644,0.184826607,-0.850001111,-0.712875058,-0.533998703,-0.704680753,-0.633890423,-0.65458801,-0.317238635,-0.135156946,-0.124314452,-0.26311687,-0.518980189,-0.11738396
SSPN,0.418999812,-0.216080951,1.592989338,1.006840084,-0.556818068,-0.68273929,0.204618012,-1.253352772,-0.064970935,-0.626680828,-0.773295404,-0.559697959,-0.444556259,-0.586086751,-0.271563652,-0.135155155,-0.124309607,-0.263446616,-0.428028969,-0.11738495
GPR19,0.339572194,-0.144822662,-0.113794006,0.018330993,-0.543874092,0.396561387,0.206702623,-0.376539692,0.677460704,-0.411195251,-0.52588695,-0.448983825,-0.505330188,-0.305557784,-0.009864154,-0.127691543,-0.120559143,-0.21844565,-0.270859256,-0.106927024
FPGT,0.538641533,-1.103935253,0.409006801,-0.833055412,2.068722971,-0.667293923,-1.590571972,1.335391854,-1.123848847,-0.023321214,-0.303489734,-0.296092878,-0.3826136,-0.013611941,-0.339022826,-0.135147732,-0.124314452,-0.259287058,-0.518980189,-0.11736563
MRM1,0.519153084,-1.102638775,0.377417925,-0.832910725,1.293806671,-0.073650065,0.664001386,0.134781983,-0.637008428,-0.443518088,-0.644183342,-0.264460268,-0.310152377,-0.406678691,-0.333747516,-0.134995618,-0.124116011,-0.244629554,-0.337077748,-0.117376896
HYLS1,0.425220324,-0.782345852,1.307803791,-0.832913412,0.470170336,0.557489283,-0.603622897,0.808922505,-0.789146059,-0.60513227,-0.349456332,-0.592384988,-0.73790734,-0.494751738,-0.337321449,-0.134945127,-0.124314452,-0.258977647,-0.700882631,-0.117013552
MOXD1,0.252345453,-0.835194316,0.332347194,-0.833055558,1.986362884,-0.604182733,-1.567873732,1.32027571,0.866111366,0.041324459,0.122377277,-0.101025119,-0.070562848,0.017376724,-0.372459533,-0.135157166,-0.124314452,-0.26207029,-0.700882631,-0.117384762
AXL,-4.387237694,1.045661274,-1.052544527,1.038538126,-0.590751801,-0.691664134,0.019630342,-1.187155338,-0.673521459,0.773975418,0.433327792,0.631797005,0.586263079,0.475682768,0.149683432,-0.135042213,-0.124311577,-0.253102185,0.117678356,-0.117290837
COQ4,-0.113648935,-0.683260243,0.608912225,-0.832340297,0.121596762,0.823962758,0.199711724,0.379040417,-1.050822784,-0.314226742,-0.459640971,-0.396262809,-0.356901553,-0.550205139,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
SCNN1G,0.464894792,0.5860212,-1.576801768,0.067444085,-0.5904049,0.378100396,0.282224934,-0.464550013,0.446211505,0.095195853,0.000700988,0.078226336,0.027610422,0.076092089,-0.183676103,-0.055238779,-0.124314452,-0.142988249,-0.428028969,-0.013025215
HEXIM2,0.288529799,-0.120136638,0.013151941,0.066315572,-0.55031113,0.348620792,0.476914079,-0.567559533,-0.576153375,-0.475840924,-0.491412002,-0.406807012,-0.474943223,-0.515954509,-0.326383472,-0.134920324,-0.124314452,-0.25928522,-0.60993141,-0.117021046
SLC16A4,0.569472112,-0.185113935,0.663548187,-0.818803739,-0.512943122,1.295282717,-0.831906525,0.914117206,-0.624837417,-0.271129627,-0.362975919,-0.438439622,-0.505330188,-0.188127054,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
AKR1B1,-0.168943449,-0.881097302,-0.537675382,-0.833029425,0.910882383,0.219908014,-0.347986856,0.669132544,0.014140633,-0.389646694,-0.498847775,-0.540718393,-0.518186212,-0.467025038,-0.22218653,-0.134195722,-0.123609709,-0.225816155,0.299580797,-0.116703791
IFT57,0.385496236,-0.540062766,-0.307657198,-0.833045593,0.014672432,0.906673997,-0.352176251,0.670609349,-0.265792608,-0.400420973,-0.242651589,-0.364630199,-0.389625977,-0.282724031,-0.261575855,-0.13219575,-0.124311832,-0.2278066,-0.337077748,-0.112614353
FRMD3,0.552341255,0.416840049,0.612572992,-0.356267448,-0.589184393,0.844044802,-0.456051694,0.302288065,0.087166696,0.084421574,-0.127735094,-0.23809976,-0.317164753,-0.008718994,-0.106712014,-0.085350221,-0.083029025,-0.148916806,-0.308337981,-0.064736465
SMPX,0.099645376,-0.474186663,-0.003774185,0.617163451,-0.45236694,-0.333400908,-0.671385524,-0.4479701,0.519237567,-0.842166404,-0.881452105,-0.92558181,-0.928410234,-0.838889017,-0.311602662,-0.135145021,-0.124311137,-0.263121145,-0.544580047,-0.117385264
CLCN2,0.570470466,0.308518626,0.615466179,-0.833055004,-0.586583294,1.367414828,0.221316194,0.364828938,-0.363160692,0.860169648,0.629361813,0.74778324,0.539513903,0.482206697,-0.373165277,-0.135123531,-0.124211986,-0.262941595,-0.700882631,-0.117385764
NHLRC2,-0.3080509,-0.052738903,0.120809977,-0.832227459,-0.550826732,1.339103616,-0.660505796,0.831569542,-0.655264943,-0.098741166,-0.019578393,-0.090480915,-0.103287272,0.201677731,-0.373165277,-0.135149858,-0.124314452,-0.263410991,-0.700882631,-0.117385764
GNPDA1,-1.011952412,-0.667071595,-0.155597602,-0.824687117,-0.021261681,0.924999491,0.230527168,0.349785252,-0.807402574,-0.465066645,-0.625255919,-0.591330568,-0.568441576,-0.511061562,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
CCDC9,0.540078974,-0.483427272,0.037675143,-0.833051723,-0.071673466,0.972845895,-0.859716261,0.936929095,-1.507235677,0.062873016,0.068298926,0.178396267,-0.069394119,-0.11636383,-0.036081427,-0.03678177,-0.073670008,0.377586942,0.701335986,-0.002364057
WDR17,-0.696756548,0.162093542,1.877446669,-0.833055558,-0.538301613,1.330418288,-0.964110184,0.992141847,0.622691157,0.741652581,1.467576246,0.673973818,0.399266374,1.173743219,0.256165843,-0.097602264,-0.091700499,0.13337178,0.457980534,-0.082915536
PMEPA1,0.353424147,-0.381920159,-0.415354597,0.184424755,-0.466861153,0.154532401,0.527905408,-0.706157051,-0.192766545,-0.346549579,-0.702993548,-0.354085996,-0.24470353,-0.514323527,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
SLC5A9,0.57942318,-0.770667755,1.978550751,-0.833055558,2.198191068,-0.766502521,-0.267432565,0.620605718,-0.332733166,0.375327102,0.291372122,0.152035759,0.212269669,0.169058083,-0.355987835,-0.134854773,-0.123908761,-0.236843533,-0.426298076,-0.117217144
TBKBP1,0.394249315,0.018989673,1.373599187,-0.739322716,-0.566133069,1.248462454,0.303214941,0.233712932,0.056739169,-0.206483954,0.088578308,0.489450262,0.831696255,0.020638688,-0.049601182,-0.134718356,-0.123630573,-0.234426698,0.936239342,-0.117118471
AVPR2,0.385460814,-0.596533535,0.521880446,-0.540250087,-0.237302209,0.777131429,0.443183811,-0.018471131,0.354928926,-0.314226742,-0.662434785,-0.206467151,-0.250547177,-0.377321008,-0.316956136,-0.134978788,-0.124010763,-0.248917619,-0.337077748,-0.117370451
TRPV4,0.480665234,0.102507443,-0.651336288,-0.83303768,-0.573973376,1.357733084,1.335135449,-0.233012272,-0.521383828,1.054106667,0.311651504,0.768871647,0.866758137,0.438170173,-0.078219749,-0.134995441,-0.124312964,-0.248202053,-0.064224086,-0.1172104
MARS2,0.431517992,-0.766401219,-0.432969577,-0.83305209,0.757124863,0.337754512,0.622838014,0.145656366,-1.093421321,0.041324459,-0.134494888,0.15730786,0.247331551,-0.015242924,-0.361422887,-0.135146474,-0.124314452,-0.263024245,-0.700882631,-0.117357036
GRN,-1.005660414,0.567394743,-0.59048096,-0.685833116,-0.590246827,1.208001273,-0.159983304,0.431311192,0.056739169,0.267584314,0.183215421,0.088770539,0.118771316,-0.015242924,-0.10568266,-0.134975244,-0.124008445,-0.250502651,0.117678356,-0.117368552
FBXL12,0.452069678,-0.578351836,-0.686172618,-0.797596353,-0.195586222,1.028730121,-0.150717198,0.52560103,-0.661350449,-0.42196953,-0.490736022,-0.359358097,-0.377938683,-0.450715215,-0.373165277,-0.13371915,-0.122986103,-0.257026062,-0.60993141,-0.117385764
GATSL3,0.387400835,-0.022188524,-0.303130443,0.273648628,-0.569256415,0.1346818,0.487299865,-0.766400811,-0.57006787,-0.400420973,-0.567121692,-0.322453386,-0.245872259,-0.445822268,-0.238039373,-0.134812253,-0.123792849,-0.24538844,-0.551172374,-0.117177175
GLRX3,-0.218192206,0.390519508,-0.070691429,0.704931887,-0.58967801,-0.324892463,-1.03859473,-0.337774906,-1.227302436,-0.723649337,-0.276450558,-0.581313575,-0.612853294,-0.436036373,-0.236262698,-0.108520243,-0.083456971,-0.112849788,0.481483239,-0.11362055
PTGES2,0.371711139,-0.730630087,0.441619116,-0.833005001,0.411586391,0.602481932,0.113884206,0.414713077,-0.064970935,-0.303452463,-0.29672994,-0.164290338,-0.055369366,-0.367535114,0.144049639,-0.134884891,-0.124144525,-0.250674421,0.66338568,-0.117226637
TRIM14,0.485502799,-0.33907685,0.572166786,-0.808111308,-0.430389488,1.220241683,0.888054448,-0.019340609,-1.768912402,-0.163386839,-0.393394991,0.167852063,0.340829903,-0.26152126,-0.096658689,-0.134881347,-0.12424931,-0.248343185,-0.112682078,-0.117046027
DNASE1L2,-0.563084259,-1.399659418,0.883824008,-0.833055001,2.391743663,-0.91481862,-0.317789283,0.644308222,-0.606580902,-0.465066645,-0.317009321,-0.222283456,0.053322469,-0.494751738,-0.372303153,-0.135142417,-0.124314452,-0.255571646,-0.700882631,-0.117361408
MGAT3,0.499812156,-0.014517497,-1.431906254,0.290874741,-0.570360449,0.116546574,2.714610016,-1.968661161,-0.18668104,0.29990715,-0.452881177,0.431457144,0.679761432,-0.113101865,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
HMGA2,0.148253721,-0.249121885,-0.141544981,0.959285431,-0.548949274,-0.636369475,0.403232937,-1.332808118,1.073018544,-0.809843567,-0.771267466,-0.841228184,-0.840755528,-0.804638387,-0.23781284,-0.095271597,-0.083249953,-0.090158141,-0.246126527,-0.085780996
PGM3,0.515755973,0.382605999,0.914133583,-0.77550451,-0.588611583,1.305555318,-0.381667518,0.625482512,-1.70805735,-0.249581069,0.102097895,-0.311909183,-0.400144541,-0.052755518,-0.196360635,-0.083694603,-0.123753439,-0.178417592,-0.428028969,-0.00133123
RMND5B,0.557600402,-0.845444818,0.555890151,-0.833055389,1.34724232,-0.114437436,-0.379677022,0.675334064,-0.563982365,-0.15261256,-0.195333033,-0.311909183,-0.282102871,-0.341439396,-0.330964479,-0.135155959,-0.124314452,-0.263320646,-0.700882631,-0.117382142
STAB1,0.573307416,1.135912788,0.477892199,-0.833055558,-0.59074634,1.370605521,-0.12218116,0.537775868,-1.397696582,4.437230214,4.009258721,4.011214136,4.174262362,3.209209208,-0.373165277,-0.135157704,-0.124314452,-0.263551496,-0.700882631,-0.117385764
SUSD4,-0.726018824,-0.249771028,0.502592534,-0.821889627,-0.482345129,1.275236197,-0.506236516,0.731027148,2.539625306,0.009001622,-0.341344579,-0.174834541,-0.022644942,-0.183234107,-0.07460287,-0.134606743,-0.123649119,-0.2301407,-0.212079665,-0.116986073
SERINC5,0.478665983,-0.106032242,-0.926523612,-0.831004199,-0.537670043,1.327673797,0.025550009,0.456089686,-1.142105362,-0.120289724,0.000700988,-0.317181285,-0.276259224,-0.230532596,-0.246178801,-0.129693163,-0.124239573,-0.247508874,-0.614920357,-0.10812962
CYP26A1,0.439939259,-0.446869751,-0.995802641,-0.832893384,-0.256380924,1.114209265,0.570834547,0.167563395,0.933051924,0.062873016,-0.222372208,0.030777422,0.11059021,-0.171817231,-0.244694304,-0.129449331,-0.118236735,-0.236925414,-0.396869626,-0.112424624
STARD3,-0.641857601,0.55771139,0.633081159,-0.467975014,-0.590220392,0.967927178,0.265537863,0.005646106,0.354928926,-0.044869772,0.054779339,-0.143201931,-0.153542636,-0.256628313,-0.362692904,-0.135157677,-0.124314452,-0.263497346,-0.700882631,-0.117385747
ARHGEF4,0.317773507,0.390718319,-0.842483427,-0.665521243,-0.588718971,1.184449135,0.173662438,0.229928816,3.202945377,0.364552823,0.048019545,0.368191925,0.410953668,0.142962366,-0.306398892,-0.134847686,-0.123911079,-0.248557364,-0.064224086,-0.117263858
PPP4R4,0.280658598,1.187824085,-0.634370799,-0.819196908,-0.590752806,1.355339927,0.039955237,0.437269078,0.732230251,0.084421574,1.143106143,0.204756775,0.014754399,0.441432138,-0.221974558,-0.134502216,-0.12309506,-0.218483769,0.299580797,-0.117285841
LEPRE1,0.556982166,-1.135206934,0.664729079,-0.833055558,2.880047262,-1.288995563,0.279583755,0.322005944,-1.202960415,0.310681429,0.413048411,0.557987582,0.633012256,0.328894355,-0.050287695,-0.133301467,-0.121533567,-0.220940476,0.754336901,-0.116771239
CCDC19,0.348536913,-0.515726782,1.294223527,-0.833055557,0.60207649,0.45656881,-0.950415936,0.976374702,-0.436186755,-0.281903906,0.318411297,-0.037759899,-0.368588847,-0.083744183,-0.370647098,-0.135153401,-0.124314452,-0.26298007,-0.700882631,-0.1173721
RASSF8,0.350931763,0.417919976,-0.502780007,1.221557852,-0.590308059,-0.893670092,-0.478648598,-1.100123372,0.221047811,-0.529712318,-0.120975301,-0.470072231,-0.590647435,-0.299033855,0.069859936,-0.134961071,-0.12416678,-0.250034067,0.66338568,-0.117299581
CD80,-0.834393995,-0.279738541,1.582951752,-0.209701785,-0.493296539,0.609070003,-0.528279067,0.19769632,0.105423211,-0.562035155,-0.684742105,-0.631925751,-0.67947087,-0.512692544,-0.348048439,-0.135157366,-0.124314443,-0.26318242,-0.428028969,-0.117385414
RBPJL,0.543936583,-1.231759028,0.38883322,-0.833055558,2.706954287,-1.156357915,0.355390856,0.281108498,0.281902863,0.03055018,-0.053377362,0.115131047,0.340829903,-0.139197583,-0.371574716,-0.135157143,-0.124314452,-0.262831869,-0.700882631,-0.117385272
CHDH,0.498525095,-0.209991761,0.652802065,-0.820089827,-0.502191055,1.288460781,-0.02484516,0.471554824,-0.405759229,0.073647295,-0.181813445,0.278566197,0.375891786,-0.013611941,-0.248838342,-0.135078,-0.124287097,-0.259023475,-0.47214795,-0.117265107
PSMD9,0.313111518,-1.220056716,0.001697284,-0.832963236,1.595311295,-0.30462919,-0.444023209,0.70592344,-0.363160692,-0.669777943,-0.61308829,-0.578150314,-0.555585553,-0.618706398,0.459986474,-0.07255827,-0.046345665,0.183404662,2.027653991,-0.086142217
RBM28,-0.15860583,-0.131219616,0.885241079,-0.833055553,-0.456686289,1.267877903,-0.664355819,0.822622535,-1.701971844,-0.055644051,0.440087586,0.088770539,-0.00745146,0.255500149,1.00179401,0.581129119,0.696150476,2.172699186,2.937166198,0.384400829
PPP1R42,0.18976447,-0.621204735,1.439335538,-0.801923767,-0.134781265,0.986905021,-0.431445112,0.670993432,-0.375331702,-0.680552222,-0.629987775,-0.79325206,-0.810368564,-0.610551486,-0.300792684,-0.134015014,-0.124043219,-0.24121724,-0.536216537,-0.115549683
